,Title,Address,Bedroom,Bathroom,Price,City,State,Zipcode
246,Townhouse,"3321 11th St NW Unit 2, Washington, DC 20010",2,2.0,2975,Washington,DC,20010
247,Townhouse,"1227 Linden Place NE, Washington, DC 20002",2,2.5,3100,Washington,DC,20002
248,Townhouse,"1431 S St SE, Washington, DC 20020",4,2.0,2995,Washington,DC,20020
249,Townhouse,"3975 Alabama Ave SE, Washington, DC 20020",3,2.0,2500,Washington,DC,20020
250,Townhouse,"2814 13th St NW, Washington, DC 20009",7,6.0,12000,Washington,DC,20009
251,Townhouse,"2827 11th St NW, Washington, DC 20001",6,4.5,7500,Washington,DC,20001
252,Townhouse,"514 45th St NE, Washington, DC 20019",4,2.0,2900,Washington,DC,20019
253,Townhouse,"531 Ingraham St NE, Washington, DC 20011",4,2.5,3650,Washington,DC,20011
254,Townhouse,"302 Raleigh St SE, Washington, DC 20032",2,1.5,2500,Washington,DC,20032
255,Townhouse,"635 K St NE, Washington, DC 20002",3,2.0,3500,Washington,DC,20002
256,Townhouse,"38 Sherman Cir NW, Washington, DC 20011",3,2.0,3900,Washington,DC,20011
257,Townhouse,"1266 Meigs Place NE, Washington, DC 20002",2,Na,1850,Washington,DC,20002
258,Townhouse,"5411 Illinois Ave NW, Washington, DC 20011",4,4.5,4900,Washington,DC,20011
259,Townhouse,"1424 Harvard St NW, Washington, DC 20009",5,2.0,9845,Washington,DC,20009
260,Townhouse,"3726 R St NW, Washington, DC 20007",5,5.5,15000,Washington,DC,20007
261,House,"3511 Texas Ave SE, Washington, DC 20020",3,Na,2800,Washington,DC,20020
262,House,"1629 Minnesota Ave SE, Washington, DC 20020",2,2.0,2600,Washington,DC,20020
263,Townhouse,"415 H St NE Unit UPSTAIRS, Washington, DC 20002",2,Na,2500,Washington,DC,20002
264,House,"6621 Piney Branch Rd NW, Washington, DC 20012",3,3.0,3950,Washington,DC,20012
265,Townhouse,"1230 Eton Ct NW Unit T26, Washington, DC 20007",3,2.5,5500,Washington,DC,20007
266,House,"1500 Ogden St NW, Washington, DC 20010",3,3.0,3600,Washington,DC,20010
267,Townhouse,"3017 Sherman Ave NW, Washington, DC 20001",2,Na,3100,Washington,DC,20001
268,Townhouse,"3521 Holmead Place NW, Washington, DC 20010",4,2.5,5400,Washington,DC,20010
269,House,"3712 Windom Place NW, Washington, DC 20016",4,4.5,6500,Washington,DC,20016
270,Townhouse,"1262 New Hampshire Ave NW Unit PH, Washington, DC 20036",2,2.5,7950,Washington,DC,20036
271,Townhouse,"2818 Olive St NW, Washington, DC 20007",2,1.5,5500,Washington,DC,20007
272,Townhouse,"2812 P St NW, Washington, DC 20007",6,5.5,13750,Washington,DC,20007
273,Townhouse,"4377 Dubois Place SE, Washington, DC 20019",2,1.5,2250,Washington,DC,20019
274,Townhouse,"2404 Baldwin Crescent NE, Washington, DC 20018",4,3.5,3900,Washington,DC,20018
275,Townhouse,"1262 New Hampshire Ave NW Unit 201, Washington, DC 20036",2,2.0,4950,Washington,DC,20036
276,Townhouse,"728 S Royal St, Alexandria, VA 22314",2,Na,3795,Alexandria,VA,22314
277,House,"3110 Perry St Unit B, Mount Rainier, MD 20712",3,2.0,2350,Mount Rainier,MD,20712
278,House,"3110 Perry St Unit A, Mount Rainier, MD 20712",3,2.0,2350,Mount Rainier,MD,20712
279,House,"3110 Perry St, Mount Rainier, MD 20712",6,4.0,4700,Mount Rainier,MD,20712
280,House,"5401 Riba Ct, Capitol Heights, MD 20743",4,3.0,3200,Capitol Heights,MD,20743
281,Townhouse,"2235 Afton St, Temple Hills, MD 20748",4,2.0,2245,Temple Hills,MD,20748
282,Townhouse,"3901 26th Ave, Temple Hills, MD 20748",2,Na,1550,Temple Hills,MD,20748
283,Townhouse,"430 N Union St, Alexandria, VA 22314",4,4.0,8500,Alexandria,VA,22314
284,House,"4710 Morgan Dr, Chevy Chase, MD 20815",3,3.0,5350,Chevy Chase,MD,20815
285,House,"7001 W Greenvale Pkwy, Chevy Chase, MD 20815",5,4.0,5450,Chevy Chase,MD,20815
286,House,"4207 Stanford St, Chevy Chase, MD 20815",4,3.5,6900,Chevy Chase,MD,20815
287,Townhouse,"1524 16th Ct N, Arlington, VA 22209",3,3.5,6900,Arlington,VA,22209
288,House,"6702 Prince Georges Ave, Takoma Park, MD 20912",3,1.5,2800,Takoma Park,MD,20912
289,House,Unlisted Address,3,3.0,3350,,,
290,Townhouse,"1772 E West Hwy, Silver Spring, MD 20910",2,Na,2200,Silver Spring,MD,20910
291,House,"4913 Berkley St, Bethesda, MD 20816",3,3.5,4800,Bethesda,MD,20816
292,Townhouse,"2525 Colebrooke Dr, Temple Hills, MD 20748",2,Na,1600,Temple Hills,MD,20748
293,House,"5612 Massachusetts Ave, Bethesda, MD 20816",3,2.5,3900,Bethesda,MD,20816
294,Townhouse,"908 E Meadows Ct, Oxon Hill, MD 20745",3,2.0,2600,Oxon Hill,MD,20745
295,House,"2208 Osborn Dr, Silver Spring, MD 20910",4,2.5,3350,Silver Spring,MD,20910
296,House,"9401 Woodland Dr, Silver Spring, MD 20910",3,2.5,3295,Silver Spring,MD,20910
297,House,"717 Sheridan St, Hyattsville, MD 20783",4,2.0,2850,Hyattsville,MD,20783
298,Townhouse,"4120 41st St N Unit 1, Arlington, VA 22207",2,2.0,5700,Arlington,VA,22207
299,House,"5512 Uppingham St, Chevy Chase, MD 20815",4,3.0,6500,Chevy Chase,MD,20815
300,Townhouse,"700 Kahn Place, Alexandria, VA 22314",4,5.0,9850,Alexandria,VA,22314
301,Townhouse,"2404 13th Ct N, Arlington, VA 22201",3,3.5,4995,Arlington,VA,22201
302,Townhouse,"2422 14th St N, Arlington, VA 22201",3,3.5,4900,Arlington,VA,22201
303,House,"9501 Hale St, Silver Spring, MD 20910",4,2.0,3450,Silver Spring,MD,20910
304,House,"7413 Oak Ln, Chevy Chase, MD 20815",3,2.5,5000,Chevy Chase,MD,20815
305,Townhouse,"606 15th St S Unit 1, Arlington, VA 22202",3,2.5,3295,Arlington,VA,22202
306,House,"817 Chillum Rd, Hyattsville, MD 20783",4,2.0,2700,Hyattsville,MD,20783
307,House,"5828 Dewey St, Cheverly, MD 20785",3,2.5,2650,Cheverly,MD,20785
308,Townhouse,"2525 Iverson St, Temple Hills, MD 20748",2,Na,1788,Temple Hills,MD,20748
309,Townhouse,"4665 Kendrick Rd, Suitland, MD 20746",3,Na,2195,Suitland,MD,20746
310,House,"3706 Williams Ln, Chevy Chase, MD 20815",4,2.5,4500,Chevy Chase,MD,20815
311,House,"401 Birchleaf Ave, Capitol Heights, MD 20743",3,1.5,1900,Capitol Heights,MD,20743
312,House,"5020 Smallwood Dr, Bethesda, MD 20816",2,1.5,3100,Bethesda,MD,20816
313,House,"4963 Crescent St, Bethesda, MD 20816",5,3.5,6400,Bethesda,MD,20816
314,House,"4130 Leland St, Chevy Chase, MD 20815",3,3.5,4750,Chevy Chase,MD,20815
315,House,"3406 Raymond St, Chevy Chase, MD 20815",5,3.5,7500,Chevy Chase,MD,20815
316,House,"2803 Curtis Dr, Temple Hills, MD 20748",4,2.5,2750,Temple Hills,MD,20748
317,Townhouse,"2306 Gaylord Dr, Suitland, MD 20746",3,Na,1800,Suitland,MD,20746
318,Townhouse,"5631 Onslow Way, Capitol Heights, MD 20743",3,2.5,2100,Capitol Heights,MD,20743
319,House,"3817 24th Ave, Temple Hills, MD 20748",5,3.0,2900,Temple Hills,MD,20748
320,House,"5526 Trent St, Chevy Chase, MD 20815",6,8.0,9450,Chevy Chase,MD,20815
321,House,"914 Highview Dr, Capitol Heights, MD 20743",3,Na,2600,Capitol Heights,MD,20743
322,Townhouse,"3830 26th Ave, Temple Hills, MD 20748",2,Na,1700,Temple Hills,MD,20748
323,House,"3020 Military Rd, Arlington, VA 22207",3,3.0,4100,Arlington,VA,22207
324,House,"3303 Winnett Rd, Chevy Chase, MD 20815",5,3.0,4950,Chevy Chase,MD,20815
325,House,"3708 Shepherd St, Mount Rainier, MD 20712",2,Na,1200,Mount Rainier,MD,20712
326,Townhouse,"1421 N Nash St, Arlington, VA 22209",3,6.0,12000,Arlington,VA,22209
327,House,"2104 Sayan Ct, Temple Hills, MD 20748",3,4.0,5700,Temple Hills,MD,20748
328,Townhouse,"1132 Powhatan St, Alexandria, VA 22314",3,2.0,3900,Alexandria,VA,22314
329,Townhouse,"707 Avon Place, Alexandria, VA 22314",2,Na,2875,Alexandria,VA,22314
330,House,"903 Minna Ave, Capitol Heights, MD 20743",4,3.0,2600,Capitol Heights,MD,20743
331,Townhouse,"5201 Westbard Ave, Bethesda, MD 20816",4,3.5,5995,Bethesda,MD,20816
332,House,"11 Whist Place Unit 100, Capitol Heights, MD 20743",4,Na,1000,Capitol Heights,MD,20743
333,House,"600 Bashford Ln Unit 2333, Alexandria, VA 22314",2,Na,2430,Alexandria,VA,22314
334,Townhouse,"312 N Saint Asaph St, Alexandria, VA 22314",2,Na,2895,Alexandria,VA,22314
335,Townhouse,"1601 N Colonial Terrace, Arlington, VA 22209",2,Na,2850,Arlington,VA,22209
336,House,"1611 N Highland St, Arlington, VA 22201",4,4.5,5500,Arlington,VA,22201
337,House,"3709 Parkwood St, Brentwood, MD 20722",4,3.0,2999,Brentwood,MD,20722
338,Townhouse,"2550 Kirkwood Place, Hyattsville, MD 20782",4,5.0,3650,Hyattsville,MD,20782
339,House,"24 Chamber Ave, Capitol Heights, MD 20743",3,Na,2400,Capitol Heights,MD,20743
340,House,"4319 Monroe St, Brentwood, MD 20722",2,2.0,2395,Brentwood,MD,20722
341,House,"3405 N Peary St, Arlington, VA 22207",4,3.0,4500,Arlington,VA,22207
342,House,"2501 Gaither St, Temple Hills, MD 20748",3,2.0,2300,Temple Hills,MD,20748
343,House,"5300 Brookeway Dr, Bethesda, MD 20816",5,4.0,4350,Bethesda,MD,20816
344,House,"2629 Colston Dr, Chevy Chase, MD 20815",5,5.0,4999,Chevy Chase,MD,20815
345,Townhouse,"2852 Iverson St Unit 110, Temple Hills, MD 20748",2,Na,1650,Temple Hills,MD,20748
346,House,"4708 Davis Ave, Suitland, MD 20746",4,1.5,2700,Suitland,MD,20746
347,House,"6226 20th Ave, Hyattsville, MD 20782",4,2.0,3000,Hyattsville,MD,20782
0,House,"8932 Claret Way, Bristow, VA 20136",5,3.5,3295,Bristow,VA,20136
1,House,"10245 Picturesque Ct, Nokesville, VA 20181",4,3.5,3450,Nokesville,VA,20181
2,House,"1439 Maryland Ave, Woodbridge, VA 22191",3,2.0,2799,Woodbridge,VA,22191
3,Townhouse,"13050 Terminal Way, Woodbridge, VA 22193",4,4.0,2500,Woodbridge,VA,22193
4,Townhouse,"7609 Monitor Ct, Manassas, VA 20109",3,2.5,2395,Manassas,VA,20109
5,Townhouse,"5021 Barnacle Place, Dumfries, VA 22025",3,3.5,2650,Dumfries,VA,22025
6,Townhouse,"12902 Titania Way, Woodbridge, VA 22192",2,2.5,2142,Woodbridge,VA,22192
7,House,"7629 Hamelin Ln, Gainesville, VA 20155",4,2.5,3442,Gainesville,VA,20155
8,Townhouse,"14807 Ensor Ct, Woodbridge, VA 22193",4,3.0,2200,Woodbridge,VA,22193
9,Townhouse,"16087 Pitner St, Haymarket, VA 20169",3,4.0,2992,Haymarket,VA,20169
10,House,"9997 Copeland Dr, Manassas, VA 20109",4,3.0,2800,Manassas,VA,20109
11,House,"14269 Silverdale Dr, Woodbridge, VA 22193",4,2.5,3000,Woodbridge,VA,22193
12,Townhouse,"3390 Longbow Ct, Woodbridge, VA 22192",3,3.0,2300,Woodbridge,VA,22192
13,Townhouse,"2515 Basin View Ln, Woodbridge, VA 22191",3,2.5,2750,Woodbridge,VA,22191
14,Townhouse,"2077 Pilgrim Dr, Woodbridge, VA 22192",4,3.5,2700,Woodbridge,VA,22192
15,House,"4251 Moot Dr, Dumfries, VA 22025",4,4.5,3200,Dumfries,VA,22025
16,Townhouse,"15357 Gatehouse Terrace, Woodbridge, VA 22191",2,2.0,2295,Woodbridge,VA,22191
17,Townhouse,"15326 Gatehouse Terrace, Woodbridge, VA 22191",2,2.0,2295,Woodbridge,VA,22191
18,Townhouse,"12260 Aztec Place, Woodbridge, VA 22192",3,4.0,2350,Woodbridge,VA,22192
19,House,"14309 Fairmont Ct, Woodbridge, VA 22193",3,1.5,2242,Woodbridge,VA,22193
20,Townhouse,"15930 Greymill Manor Dr, Haymarket, VA 20169",3,4.0,2850,Haymarket,VA,20169
21,House,"11608 Kettle Run Rd, Nokesville, VA 20181",4,1.5,2700,Nokesville,VA,20181
22,Townhouse,"16603 Danridge Manor Dr, Woodbridge, VA 22191",3,3.5,2800,Woodbridge,VA,22191
23,Townhouse,"3416 Belfry Ln, Woodbridge, VA 22192",3,2.5,2200,Woodbridge,VA,22192
24,House,"15404 Michigan Rd, Woodbridge, VA 22191",3,2.0,2700,Woodbridge,VA,22191
25,Townhouse,"7589 Duneiden Ln, Manassas, VA 20109",2,2.5,2200,Manassas,VA,20109
26,House,"11317 Wheeler Ridge Dr, Manassas, VA 20109",4,4.5,4400,Manassas,VA,20109
27,Townhouse,"15115 Jaxton Square Ln, Haymarket, VA 20169",4,3.5,3200,Haymarket,VA,20169
28,Townhouse,"2459 Eastbourne Dr, Woodbridge, VA 22191",3,2.5,2550,Woodbridge,VA,22191
29,Townhouse,"15335 Watermill Terrace, Woodbridge, VA 22191",3,3.5,2450,Woodbridge,VA,22191
30,Townhouse,"10166 Wilmington St, Manassas, VA 20109",3,2.5,2000,Manassas,VA,20109
31,Townhouse,"7043 Darbey Knoll Dr, Gainesville, VA 20155",3,2.5,2800,Gainesville,VA,20155
32,Townhouse,"2691 Sheffield Hill Way, Woodbridge, VA 22191",3,2.5,3000,Woodbridge,VA,22191
33,Townhouse,"3413 Castle Hill Dr, Woodbridge, VA 22193",4,4.0,2300,Woodbridge,VA,22193
34,House,"15000 Slippery Elm Ct, Woodbridge, VA 22193",5,3.5,3800,Woodbridge,VA,22193
35,Townhouse,"16099 Pitner St, Haymarket, VA 20169",3,4.0,2800,Haymarket,VA,20169
36,House,"3249 Trafalgar Ln, Woodbridge, VA 22192",4,3.5,3000,Woodbridge,VA,22192
37,House,"8759 Diamond Hill Dr, Bristow, VA 20136",5,3.5,3800,Bristow,VA,20136
38,House,"16253 Radburn St, Woodbridge, VA 22191",2,Na,2000,Woodbridge,VA,22191
39,House,"12308 Colby Dr, Woodbridge, VA 22192",4,3.0,2800,Woodbridge,VA,22192
40,House,"12817 Valleyhill St, Woodbridge, VA 22192",4,2.5,3300,Woodbridge,VA,22192
41,House,"15815 Vista Dr, Dumfries, VA 22025",4,3.0,3350,Dumfries,VA,22025
42,House,"12780 Chatter Brook Dr, Catharpin, VA 20143",4,5.0,6000,Catharpin,VA,20143
43,Townhouse,"2413 Brookmoor Ln, Woodbridge, VA 22191",3,3.5,2900,Woodbridge,VA,22191
44,Townhouse,"11162 Soldiers Ct, Manassas, VA 20109",3,3.5,2500,Manassas,VA,20109
45,Townhouse,"3628 Briarwood Dr, Dumfries, VA 22026",3,2.5,2400,Dumfries,VA,22026
46,Townhouse,"12998 Abner Ave, Woodbridge, VA 22192",2,1.5,2200,Woodbridge,VA,22192
47,House,"14874 Buttonwood Ct, Woodbridge, VA 22193",4,2.5,2900,Woodbridge,VA,22193
48,House,"14606 Bristow Rd, Manassas, VA 20112",3,2.0,2900,Manassas,VA,20112
49,House,"3278 Mountain Laurel Loop, Dumfries, VA 22026",3,2.0,2500,Dumfries,VA,22026
50,House,"4308 Misty Ridge Dr, Haymarket, VA 20169",5,3.0,3700,Haymarket,VA,20169
51,Townhouse,"12160 Old Salem Ct, Woodbridge, VA 22192",2,2.5,2300,Woodbridge,VA,22192
52,House,"11201 Wheeler Ridge Dr, Manassas, VA 20109",4,4.5,4500,Manassas,VA,20109
53,Townhouse,"13251 Revillo Loop, Woodbridge, VA 22191",3,2.5,2595,Woodbridge,VA,22191
54,House,"14991 Shady Oak Ln, Haymarket, VA 20169",4,3.5,4800,Haymarket,VA,20169
55,Townhouse,"2460 Eastbourne Dr, Woodbridge, VA 22191",3,2.5,2799,Woodbridge,VA,22191
56,Townhouse,"16566 Sherwood Place, Woodbridge, VA 22191",3,1.5,1900,Woodbridge,VA,22191
57,House,"9001 Yorkshire Ln, Manassas, VA 20111",3,Na,1785,Manassas,VA,20111
58,House,"2930 Medford Dr, Dumfries, VA 22026",4,3.5,3600,Dumfries,VA,22026
59,House,"15535 Laurel Ridge Rd, Dumfries, VA 22025",4,3.5,3300,Dumfries,VA,22025
60,Townhouse,"14823 Rising Sun Ln, Haymarket, VA 20169",3,1.5,2000,Haymarket,VA,20169
61,House,"1103 Swan Point Rd, Woodbridge, VA 22192",4,2.5,3000,Woodbridge,VA,22192
62,House,"17052 Silver Arrow Dr, Dumfries, VA 22026",5,5.5,4200,Dumfries,VA,22026
63,House,"8131 Landfall Ct, Gainesville, VA 20155",3,3.5,3100,Gainesville,VA,20155
64,Townhouse,"12988 Augustus Ct, Woodbridge, VA 22192",3,4.0,2650,Woodbridge,VA,22192
65,House,"8394 Cobb Rd, Manassas, VA 20112",3,3.0,3000,Manassas,VA,20112
66,Townhouse,"12975 Freestone Ct, Woodbridge, VA 22192",3,2.5,2400,Woodbridge,VA,22192
67,Townhouse,"18313 Reaper Hill Ct, Triangle, VA 22172",3,3.0,2750,Triangle,VA,22172
68,House,"1101 Sea View Ave, Woodbridge, VA 22191",5,4.0,3900,Woodbridge,VA,22191
69,Townhouse,"14697 Mason Creek Cir, Woodbridge, VA 22191",3,2.5,2900,Woodbridge,VA,22191
70,Townhouse,"4529 Canary Ct, Woodbridge, VA 22193",3,1.5,2100,Woodbridge,VA,22193
71,Townhouse,"15263 Barnabas Trail, Woodbridge, VA 22193",3,3.5,2400,Woodbridge,VA,22193
72,Townhouse,"15417 Windsong Ln, Dumfries, VA 22025",4,3.5,2300,Dumfries,VA,22025
73,Townhouse,"11911 Waterton Lake Ln, Bristow, VA 20136",3,3.5,3200,Bristow,VA,20136
74,Townhouse,"6067 Ticket Way, Woodbridge, VA 22193",4,3.5,2700,Woodbridge,VA,22193
75,Townhouse,"3550 Briarwood Dr, Dumfries, VA 22026",3,2.5,3000,Dumfries,VA,22026
76,House,"13888 Montoclair Ln, Woodbridge, VA 22193",4,2.5,2500,Woodbridge,VA,22193
77,Townhouse,"15219 Valley Stream Dr, Woodbridge, VA 22191",2,2.5,1990,Woodbridge,VA,22191
78,Townhouse,"11616 Nellings Place, Woodbridge, VA 22192",3,2.5,2750,Woodbridge,VA,22192
79,Townhouse,"1764 Blue Spruce St, Dumfries, VA 22026",3,3.5,3400,Dumfries,VA,22026
80,House,"17217 Continental Dr, Dumfries, VA 22026",4,3.5,3900,Dumfries,VA,22026
81,House,"17024 Takeaway Ln, Dumfries, VA 22026",5,3.5,4200,Dumfries,VA,22026
82,Townhouse,"2692 Mcguffeys Ct, Woodbridge, VA 22191",3,3.5,2300,Woodbridge,VA,22191
83,Townhouse,"8235 Gibbon Place, Manassas, VA 20109",3,2.5,2500,Manassas,VA,20109
84,Townhouse,"16849 Jed Forest Ln, Woodbridge, VA 22191",3,4.0,2400,Woodbridge,VA,22191
85,Townhouse,"10263 Magnolia Grove Dr, Manassas, VA 20110",3,4.0,2500,Manassas,VA,20110
86,Townhouse,"1710 Beech Leaf St, Dumfries, VA 22026",4,3.5,3400,Dumfries,VA,22026
87,Townhouse,"1939 Pohick Creek Ct, Woodbridge, VA 22192",3,2.5,2600,Woodbridge,VA,22192
88,House,"14207 Fisher Ave, Woodbridge, VA 22191",3,Na,2150,Woodbridge,VA,22191
89,Townhouse,"15170 Lancashire Dr, Woodbridge, VA 22191",3,2.5,2850,Woodbridge,VA,22191
90,Townhouse,"11912 Hayes Station Way, Manassas, VA 20109",3,2.5,2800,Manassas,VA,20109
91,Townhouse,"17096 Gibson Mill Rd, Dumfries, VA 22026",3,2.5,2495,Dumfries,VA,22026
92,House,"5563 Barnes Ln, Woodbridge, VA 22193",5,4.5,3800,Woodbridge,VA,22193
93,Townhouse,"3622 Wharf Ln, Triangle, VA 22172",3,2.0,1950,Triangle,VA,22172
94,House,"2800 Pulpit Hill Ct, Woodbridge, VA 22191",4,3.5,3200,Woodbridge,VA,22191
95,Townhouse,"3067 Tecumseh Ct, Woodbridge, VA 22192",3,2.5,2550,Woodbridge,VA,22192
96,Townhouse,"10642 Bristow Station Dr, Bristow, VA 20136",3,3.5,2800,Bristow,VA,20136
97,Townhouse,"1984 Mayflower Dr, Woodbridge, VA 22192",3,3.5,2700,Woodbridge,VA,22192
98,Townhouse,"12407 Manchester Way, Woodbridge, VA 22192",3,3.5,2500,Woodbridge,VA,22192
99,Townhouse,"12737 Lotte Dr Unit 31, Woodbridge, VA 22192",3,2.5,2800,Woodbridge,VA,22192
100,Townhouse,"4316 Wisley Turn, Woodbridge, VA 22192",4,3.5,2800,Woodbridge,VA,22192
101,Townhouse,"16969 Point Pleasant Ln, Dumfries, VA 22026",3,2.5,2400,Dumfries,VA,22026
102,House,"4293 Marquis Place, Woodbridge, VA 22192",4,3.5,3900,Woodbridge,VA,22192
103,Townhouse,"13172 Putnam Cir, Woodbridge, VA 22191",3,13.0,2500,Woodbridge,VA,22191
104,House,"12421 Mays Quarter Rd, Woodbridge, VA 22192",4,4.5,4250,Woodbridge,VA,22192
105,House,"5308 Macwood Dr, Woodbridge, VA 22193",4,2.0,2550,Woodbridge,VA,22193
106,Townhouse,"1297 Corbett Place, Woodbridge, VA 22191",3,2.5,2300,Woodbridge,VA,22191
107,House,"13501 Richie Ct, Manassas, VA 20112",2,2.0,3400,Manassas,VA,20112
108,Townhouse,"14602 Turara Ct, Haymarket, VA 20169",3,2.5,2650,Haymarket,VA,20169
109,Townhouse,"3030 Chinkapin Oak Ln, Woodbridge, VA 22191",3,3.5,2700,Woodbridge,VA,22191
110,Townhouse,"16869 Miranda Ln, Woodbridge, VA 22191",3,3.5,2700,Woodbridge,VA,22191
111,Townhouse,"8330 Leighlex Ct, Manassas, VA 20111",3,3.5,2700,Manassas,VA,20111
112,Townhouse,"16813 Miranda Ln, Woodbridge, VA 22191",3,2.5,2500,Woodbridge,VA,22191
113,Townhouse,"332 Overlook Dr, Occoquan, VA 22125",2,2.5,2299,Occoquan,VA,22125
114,House,"3432 Flint Hill Place, Woodbridge, VA 22192",3,2.5,2950,Woodbridge,VA,22192
115,Townhouse,"14859 Potomac Branch Dr, Woodbridge, VA 22191",3,4.0,2700,Woodbridge,VA,22191
116,House,"13663 Van Doren Rd, Manassas, VA 20112",4,3.0,3200,Manassas,VA,20112
117,House,"17571 Graham St, Dumfries, VA 22026",12,6.0,9150,Dumfries,VA,22026
118,House,"5624 Roundtree Dr, Woodbridge, VA 22193",3,3.0,3000,Woodbridge,VA,22193
119,House,"15030 Lee Hwy, Gainesville, VA 20155",3,3.0,3490,Gainesville,VA,20155
120,Townhouse,"4506 Blue Jay Ct, Woodbridge, VA 22193",3,3.5,2500,Woodbridge,VA,22193
121,Townhouse,"2938 Chinkapin Oak Ln, Woodbridge, VA 22191",3,3.5,2650,Woodbridge,VA,22191
122,Townhouse,"6310 Cullen Place, Haymarket, VA 20169",3,4.0,2900,Haymarket,VA,20169
123,House,"5848 Amanda Rose Ln, Woodbridge, VA 22193",6,3.5,3800,Woodbridge,VA,22193
124,Townhouse,"16459 Kenneweg Ct, Woodbridge, VA 22191",3,3.5,2800,Woodbridge,VA,22191
125,House,"13304 Smoketown Rd, Woodbridge, VA 22192",4,3.5,2831,Woodbridge,VA,22192
126,House,"2304 Cherry Hill Rd, Dumfries, VA 22026",5,3.0,3799,Dumfries,VA,22026
127,House,"7947 Valderrama Ct, Gainesville, VA 20155",5,5.5,9000,Gainesville,VA,20155
128,Townhouse,"2515 Eastbourne Dr Unit 244, Woodbridge, VA 22191",3,2.5,2599,Woodbridge,VA,22191
129,House,"3516 Katrina Ct, Triangle, VA 22172",5,4.5,3400,Triangle,VA,22172
130,Townhouse,"12140 Salemtown Dr, Woodbridge, VA 22192",3,2.5,5000,Woodbridge,VA,22192
131,Townhouse,"15184 Lancashire Dr, Woodbridge, VA 22191",3,2.5,2750,Woodbridge,VA,22191
132,Townhouse,"9838 Maitland Loop, Bristow, VA 20136",2,2.5,2400,Bristow,VA,20136
133,Townhouse,"2310 Margraf Cir, Woodbridge, VA 22191",3,2.5,2650,Woodbridge,VA,22191
134,Townhouse,"2627 Eastbourne Dr, Woodbridge, VA 22191",3,2.5,2490,Woodbridge,VA,22191
135,House,"4277 Decatur Dr, Woodbridge, VA 22193",4,3.5,3650,Woodbridge,VA,22193
136,Townhouse,"15625 Three Otters Place, Manassas, VA 20112",4,3.5,2600,Manassas,VA,20112
137,Townhouse,"3808 Ogilvie Ct, Woodbridge, VA 22192",3,4.0,2300,Woodbridge,VA,22192
138,Townhouse,"8508 Charnwood Ct, Manassas, VA 20111",3,3.5,2400,Manassas,VA,20111
139,Townhouse,"12533 Basque Place, Woodbridge, VA 22192",3,1.5,2150,Woodbridge,VA,22192
140,House,"12098 Paper Birch Ln, Gainesville, VA 20155",5,4.5,4000,Gainesville,VA,20155
141,House,"3866 Oriole Ct, Dumfries, VA 22025",4,3.5,2950,Dumfries,VA,22025
142,House,"16004 Laconia Cir, Woodbridge, VA 22191",4,2.5,3200,Woodbridge,VA,22191
143,Townhouse,"2222 Greywing St, Woodbridge, VA 22191",4,3.5,3200,Woodbridge,VA,22191
144,Townhouse,"3454 Aviary Way, Woodbridge, VA 22192",3,4.0,2350,Woodbridge,VA,22192
145,Townhouse,"4589 Perch Branch Way, Woodbridge, VA 22193",3,2.5,2000,Woodbridge,VA,22193
146,House,"13012 Tadmore Ct, Woodbridge, VA 22193",2,Na,1500,Woodbridge,VA,22193
147,House,"15996 Arden Ct, Woodbridge, VA 22191",5,3.5,3299,Woodbridge,VA,22191
148,Townhouse,"10515 Trinidad Ct, Manassas, VA 20109",3,2.5,1995,Manassas,VA,20109
149,House,"13205 Nottingdale Dr, Woodbridge, VA 22193",4,3.5,2700,Woodbridge,VA,22193
150,House,"15130 Spriggs Rd, Woodbridge, VA 22193",2,2.0,2700,Woodbridge,VA,22193
151,House,"19086 Windsor Rd, Triangle, VA 22172",3,Na,1600,Triangle,VA,22172
152,Townhouse,"3632 Chippendale Cir, Woodbridge, VA 22193",4,3.5,2849,Woodbridge,VA,22193
153,Townhouse,"17650 Falcon Heights St, Dumfries, VA 22026",5,3.5,3395,Dumfries,VA,22026
154,Townhouse,"15597 Grade Line Place, Woodbridge, VA 22191",3,3.5,4100,Woodbridge,VA,22191
155,House,"16969 Horton Ct, Dumfries, VA 22025",5,4.5,3295,Dumfries,VA,22025
156,Townhouse,"2910 Truffle Oak Place, Woodbridge, VA 22191",4,3.5,2650,Woodbridge,VA,22191
157,House,"15408 Weldin Dr, Woodbridge, VA 22193",4,3.5,3400,Woodbridge,VA,22193
158,House,"12718 Kahns Rd, Manassas, VA 20112",4,3.0,3000,Manassas,VA,20112
159,Townhouse,"8121 Hard Shale Rd, Manassas, VA 20111",3,3.5,2700,Manassas,VA,20111
160,House,"16475 Kramer Estate Dr, Woodbridge, VA 22191",4,3.5,3600,Woodbridge,VA,22191
161,Townhouse,"6848 Witton Cir, Gainesville, VA 20155",3,3.0,2990,Gainesville,VA,20155
162,House,"10339 Reid Ln, Nokesville, VA 20181",4,3.5,4995,Nokesville,VA,20181
163,House,"15321 Riding Club Dr, Haymarket, VA 20169",5,6.0,5220,Haymarket,VA,20169
164,Townhouse,"3090 Bridgeton Ct, Woodbridge, VA 22192",3,4.0,2500,Woodbridge,VA,22192
165,Townhouse,"2557 Eastbourne Dr Unit 264, Woodbridge, VA 22191",3,2.5,2690,Woodbridge,VA,22191
